"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BAW75VIW","webpage","","","Datafield India","","","","","https://www.datafieldindia.com/","","","2023-11-23 00:17:13","2023-11-23 00:17:13","2023-11-23 00:17:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCPRJ28K","webpage","","","Data Field | ASP.NET Web Forms Controls | DevExpress Documentation","","","","","https://docs.devexpress.com/AspNet/3591/components/pivot-grid/ui-elements/data-field","","","2023-11-23 00:17:21","2023-11-23 00:17:21","2023-11-23 00:17:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDWZXTRT","webpage","","Ltd, Arm","What Is Location Data","Arm | The Architecture for the Digital World","","","","https://www.arm.com/glossary/location-data","Learn what is location data, why location data is important, and Arm’s related solutions.","","2023-11-23 00:18:38","2023-11-23 00:18:38","2023-11-23 00:18:38","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQRZ9QHS","webpage","","","Knowledge base: Mobile location data","","","","","https://www.quadrant.io/resources/location-data","","","2023-11-23 00:18:47","2023-11-23 00:18:47","2023-11-23 00:18:47","","","","","","","Knowledge base","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8QMTMUE","webpage","","","Data Locations","","","","","https://seer.cancer.gov/seerstat/WebHelp/Data_Locations.htm","","","2023-11-23 00:18:54","2023-11-23 00:18:54","2023-11-23 00:18:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4D47P2F","webpage","","","Microsoft Privacy - Where Data Is Stored and Located","","","","","https://www.microsoft.com/en-us/trust-center/privacy/data-location","As a customer of Microsoft business services, you know where your data is stored. Learn about cloud and data center storage, transfer policies, and more.","","2023-11-23 00:19:08","2023-11-23 00:19:08","2023-11-23 00:19:08","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\DELL\Zotero\storage\7KTEH6EF\data-location.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJ9IQSPX","journalArticle","2010","Lane, Julia; Schur, Claudia","Balancing Access to Health Data and Privacy: A Review of the Issues and Approaches for the Future","Health Services Research","","0017-9124, 1475-6773","10.1111/j.1475-6773.2010.01141.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1475-6773.2010.01141.x","Background.               There has been a dramatic increase in the types of microdata, and this holds great promise for health services research. However, legislative efforts to protect individual privacy have reduced the flow of health care data for research purposes and increased costs and delays, affecting the quality of analysis.                                         Aim.               This paper provides an overview of the challenges raised by concerns about data confidentiality in the context of health services research, the current methodologies used to ensure data security, and a description of one successful approach to balancing access and privacy.                                         Materials and Methods.               We analyze the issues of access and privacy using a conceptual framework based on balancing the               risk               of reidentification with the               utility               associated with data analysis. The guiding principle should be to generate released data that are as close to the maximum acceptable risk as possible. HIPAA and other privacy measures can perhaps be seen as having had the effect of lowering the “maximum acceptable risk” level and rendering some data unreleasable.                                         Results.               We discuss the levels of risk and utility associated with different types of data used in health services research and the ability to link data from multiple sources as well as current models of data sharing and their limitations.                                         Discussion.               One particularly compelling approach is to establish a remote access “data enclave,” where statistical protections are applied to the data, technical protections ensure compliance with data‐sharing requirements, and operational controls limit researchers' access to the data they need for their specific research questions.                                         Conclusion.               We recommend reducing delays in access to data for research, increasing the use of remote access data enclaves, and disseminating knowledge and promulgating standards for best practices related to data protection.","2010-10","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:20","1456-1467","","5p2","45","","Health Services Research","Balancing Access to Health Data and Privacy","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Zotero\storage\C4VGZSZF\PMC2965886.html; C:\Users\DELL\Zotero\storage\M3W28A9G\Lane and Schur - 2010 - Balancing Access to Health Data and Privacy A Rev.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MWPCLXP","conferencePaper","2013","Jung, Taeho; Li, Xiang-Yang; Wan, Zhiguo; Wan, Meng","Privacy preserving cloud data access with multi-authorities","2013 Proceedings IEEE INFOCOM","","","","https://ieeexplore.ieee.org/abstract/document/6567070/","","2013","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:22","2625–2633","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\DELL\Zotero\storage\3D3FCBL9\Jung et al. - 2013 - Privacy preserving cloud data access with multi-au.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HKCLUP2","journalArticle","2013","Blum, Avrim; Ligett, Katrina; Roth, Aaron","A learning theory approach to noninteractive database privacy","Journal of the ACM","","0004-5411, 1557-735X","10.1145/2450142.2450148","https://dl.acm.org/doi/10.1145/2450142.2450148","In this article, we demonstrate that, ignoring computational constraints, it is possible to release synthetic databases that are useful for accurately answering large classes of queries while preserving differential privacy. Specifically, we give a mechanism that privately releases synthetic data useful for answering a class of queries over a               discrete               domain with error that grows as a function of the size of the smallest net approximately representing the answers to that class of queries. We show that this in particular implies a mechanism for counting queries that gives error guarantees that grow only with the VC-dimension of the class of queries, which itself grows at most logarithmically with the size of the query class.                                         We also show that it is not possible to release even simple classes of queries (such as intervals and their generalizations) over               continuous               domains with worst-case utility guarantees while preserving differential privacy. In response to this, we consider a relaxation of the utility guarantee and give a privacy preserving polynomial time algorithm that for any halfspace query will provide an answer that is accurate for some small perturbation of the query. This algorithm does not release synthetic data, but instead another data structure capable of representing an answer for each query. We also give an efficient algorithm for releasing synthetic data for the class of interval queries and axis-aligned rectangles of constant dimension over               discrete               domains.","2013-04","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:26","1-25","","2","60","","J. ACM","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Zotero\storage\S6E4L468\Blum et al. - 2013 - A learning theory approach to noninteractive datab.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5A28Q4ZN","journalArticle","2013","Kum, Hye-Chung; Ahalt, Stanley","Privacy-by-design: Understanding data access models for secondary data","AMIA Summits on Translational Science Proceedings","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3845756/","","2013","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:27","126","","","2013","","","Privacy-by-design","","","","","","","","","","","","Google Scholar","","Publisher: American Medical Informatics Association","","C:\Users\DELL\Zotero\storage\7RBW69UE\PMC3845756.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VPE59TUU","journalArticle","2016","Yu, Shui","Big privacy: Challenges and opportunities of privacy study in the age of big data","IEEE access","","","","https://ieeexplore.ieee.org/abstract/document/7485855/","","2016","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:28","2751–2763","","","4","","","Big privacy","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJRU935P","conferencePaper","2012","Goodrich, Michael T.; Mitzenmacher, Michael; Ohrimenko, Olga; Tamassia, Roberto","Privacy-Preserving Group Data Access via Stateless Oblivious RAM Simulation","Proceedings of the Twenty-Third Annual ACM-SIAM Symposium on Discrete Algorithms","978-1-61197-210-8 978-1-61197-309-9","","10.1137/1.9781611973099.14","https://epubs.siam.org/doi/10.1137/1.9781611973099.14","","2012-01-17","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:30","157-167","","","","","","","","","","","Society for Industrial and Applied Mathematics","","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Zotero\storage\GYKXTEXF\Goodrich et al. - 2012 - Privacy-Preserving Group Data Access via Stateless.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Twenty-Third Annual ACM-SIAM Symposium on Discrete Algorithms","","","","","","","","","","","","","","",""
"RHK7S7PE","journalArticle","2016","Mehmood, Abid; Natgunanathan, Iynkaran; Xiang, Yong; Hua, Guang; Guo, Song","Protection of big data privacy","IEEE access","","","","https://ieeexplore.ieee.org/abstract/document/7460114/","","2016","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:32","1821–1834","","","4","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4R3KSJH4","conferencePaper","2011","Chaudhuri, Surajit; Kaushik, Raghav; Ramamurthy, Ravishankar","Database access control and privacy: Is there a common ground?","CIDR","","","","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8fc7771a88c4fc49c0169ebbdddd87e6a3dbb8be","","2011","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:36","96–103","","","","","","Database access control and privacy","","","","","Citeseer","","","","","","","Google Scholar","","","","C:\Users\DELL\Zotero\storage\8L8I2NGS\Chaudhuri et al. - 2011 - Database access control and privacy Is there a co.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CM2UTTGS","journalArticle","2008","Peleg, Mor; Beimel, Dizza; Dori, Dov; Denekamp, Yaron","Situation-based access control: Privacy management via modeling of patient data access scenarios","Journal of biomedical informatics","","","","https://www.sciencedirect.com/science/article/pii/S1532046408000506","","2008","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:38","1028–1040","","6","41","","","Situation-based access control","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\DELL\Zotero\storage\5YAN69NK\S1532046408000506.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VEMWTF2","journalArticle","2016","Yang, Kan; Han, Qi; Li, Hui; Zheng, Kan; Su, Zhou; Shen, Xuemin","An efficient and fine-grained big data access control scheme with privacy-preserving policy","IEEE Internet of Things Journal","","","","https://ieeexplore.ieee.org/abstract/document/7476833/","","2016","2023-11-23 00:22:40","2023-11-23 00:22:40","2023-11-23 00:22:40","563–571","","2","4","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\DELL\Zotero\storage\RLNGD57P\Yang et al. - 2016 - An efficient and fine-grained big data access cont.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7D2YWMU","journalArticle","1988","Lin, C. S.; Binns, M. R.","A SUPERIORITY MEASURE OF CULTIVAR PERFORMANCE FOR CULTIVAR × LOCATION DATA","Canadian Journal of Plant Science","","0008-4220, 1918-1833","10.4141/cjps88-018","http://www.nrcresearchpress.com/doi/10.4141/cjps88-018","A measure of cultivar general superiority for cultivar × location data is defined as the distance mean square between the cultivar’s response and the maximum response averaged over all locations. Since the maximum response is the upper boundary in each location, a small mean square indicates general superiority of the test cultivar. The method requires that all test cultivars be balanced over locations but not necessarily the checks. The advantage of the proposed method are: (i) The checks provide only a plausible maximum response for each location and are not required for assessing the test cultivars. Thus checks do not have to be present in all locations. This allows a greater flexibility for a breeder to choose locally adapted cultivars as checks without unduly increasing the size of a regional trial. (ii) The measure of general superiority consists of only one parameter, thus simplifying the screening process considerably. A subsidiary parameter for interaction can be used to indicate lack of general adaptability. (iii) The difference between the mean of the maximum response averaged over all locations and the mean of the best cultivar provides useful information as to how many cultivars are needed to achieve optimum productivity for the entire region, (iv) The specific adaptability of a cultivar can be identified by plotting the maximum and the test cultivar responses on the location means.Key words: Genotype × environment interaction, cultivar assessment, regional trial","1988-01-01","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:24","193-198","","1","68","","Can. J. Plant Sci.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Zotero\storage\V574SF9K\cjps88-018.html; C:\Users\DELL\Zotero\storage\Q29FUNKR\Lin and Binns - 1988 - A SUPERIORITY MEASURE OF CULTIVAR PERFORMANCE FOR .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBBS7Z7L","conferencePaper","2011","Mahmood, Zaigham","Data location and security issues in cloud computing","2011 International Conference on Emerging Intelligent Data and Web Technologies","","","","https://ieeexplore.ieee.org/abstract/document/6076420/","","2011","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:26","49–54","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HKQ7B7E","conferencePaper","2011","Zang, Hui; Bolot, Jean","Anonymization of location data does not work: a large-scale measurement study","Proceedings of the 17th annual international conference on Mobile computing and networking","978-1-4503-0492-4","","10.1145/2030613.2030630","https://dl.acm.org/doi/10.1145/2030613.2030630","","2011-09-19","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:28","145-156","","","","","","Anonymization of location data does not work","","","","","ACM","Las Vegas Nevada USA","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Zotero\storage\LM55KFJG\Zang and Bolot - 2011 - Anonymization of location data does not work a la.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mobicom'11: The 17th Annual International Conference on Mobile Computing and Networking","","","","","","","","","","","","","","",""
"S86YJ4P2","book","1996","Kenward, R. E.; Hodder, Kathy H.","RANGES V: an analysis system for biological location data","","","","","https://nora.nerc.ac.uk/id/eprint/7922/1/Ranges_V.pdf","","1996","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:29","","","","","","","RANGES V","","","","","Natural Environment Research Council","","","","","","","Google Scholar","","","","C:\Users\DELL\Zotero\storage\G6VTH5XE\Kenward and Hodder - 1996 - RANGES V an analysis system for biological locati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89SFQG6C","journalArticle","2006","Ratti, Carlo; Frenchman, Dennis; Pulselli, Riccardo Maria; Williams, Sarah","Mobile Landscapes: Using Location Data from Cell Phones for Urban Analysis","Environment and Planning B: Planning and Design","","0265-8135, 1472-3417","10.1068/b32047","http://journals.sagepub.com/doi/10.1068/b32047","The technology for determining the geographic location of cell phones and other handheld devices is becoming increasingly available. It is opening the way to a wide range of applications, collectively referred to as location-based services (LBS), that are primarily aimed at individual users. However, if deployed to retrieve aggregated data in cities, LBS could become a powerful tool for urban analysis. In this paper we aim to review and introduce the potential of this technology to the urban planning community. In addition, we present the ‘Mobile Landscapes' project: an application in the metropolitan area of Milan, Italy, based on the geographical mapping of cell phone usage at different times of the day. The results enable a graphic representation of the intensity of urban activities and their evolution through space and time. Finally, a number of future applications are discussed and their potential for urban studies and planning is assessed.","2006-10","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:30","727-748","","5","33","","Environ Plann B Plann Des","Mobile Landscapes","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Zotero\storage\KP9J8VXI\Ratti et al. - 2006 - Mobile Landscapes Using Location Data from Cell P.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDSLUGTA","conferencePaper","2016","Riederer, Christopher; Kim, Yunsung; Chaintreau, Augustin; Korula, Nitish; Lattanzi, Silvio","Linking Users Across Domains with Location Data: Theory and Validation","Proceedings of the 25th International Conference on World Wide Web","978-1-4503-4143-1","","10.1145/2872427.2883002","https://dl.acm.org/doi/10.1145/2872427.2883002","","2016-04-11","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:34","707-719","","","","","","Linking Users Across Domains with Location Data","","","","","International World Wide Web Conferences Steering Committee","Montréal Québec Canada","en","","","","","DOI.org (Crossref)","","","","C:\Users\DELL\Zotero\storage\J44CQZ6L\Riederer et al. - 2016 - Linking Users Across Domains with Location Data T.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WWW '16: 25th International World Wide Web Conference","","","","","","","","","","","","","","",""
"FJ2E7JPX","conferencePaper","2010","Quercia, Daniele; Lathia, Neal; Calabrese, Francesco; Di Lorenzo, Giusy; Crowcroft, Jon","Recommending social events from mobile phone location data","2010 IEEE international conference on data mining","","","","https://ieeexplore.ieee.org/abstract/document/5694070/","","2010","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:36","971–976","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\DELL\Zotero\storage\WV46QAMD\Quercia et al. - 2010 - Recommending social events from mobile phone locat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJXMMD2C","bookSection","2006","Chau, Michael; Cheng, Reynold; Kao, Ben; Ng, Jackey","Uncertain Data Mining: An Example in Clustering Location Data","Advances in Knowledge Discovery and Data Mining","978-3-540-33206-0 978-3-540-33207-7","","","http://link.springer.com/10.1007/11731139_24","","2006","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:38","199-204","","","3918","","","Uncertain Data Mining","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","Series Title: Lecture Notes in Computer Science DOI: 10.1007/11731139_24","","C:\Users\DELL\Zotero\storage\YXW3VFDK\Chau et al. - 2006 - Uncertain Data Mining An Example in Clustering Lo.pdf","","","","Ng, Wee-Keong; Kitsuregawa, Masaru; Li, Jianzhong; Chang, Kuiyu","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDKIEWHT","conferencePaper","2011","Massonet, Philippe; Naqvi, Syed; Ponsard, Christophe; Latanicki, Joseph; Rochwerger, Benny; Villari, Massimo","A monitoring and audit logging architecture for data location compliance in federated cloud infrastructures","2011 IEEE international symposium on parallel and distributed processing workshops and PhD forum","","","","https://ieeexplore.ieee.org/abstract/document/6009009/","","2011","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:40","1510–1517","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIWGNXXL","conferencePaper","2008","Xu, Toby; Cai, Ying","Exploring historical location data for anonymity preservation in location-based services","IEEE INFOCOM 2008-The 27th Conference on Computer Communications","","","","https://ieeexplore.ieee.org/abstract/document/4509698/","","2008","2023-11-23 00:23:44","2023-11-23 00:23:44","2023-11-23 00:23:44","547–555","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52L2IK9L","journalArticle","2022","Broomfield, Heather; Reutter, Lisa","In search of the citizen in the datafication of public administration","Big Data & Society","","2053-9517, 2053-9517","10.1177/20539517221089302","http://journals.sagepub.com/doi/10.1177/20539517221089302","The administrative reform of the datafied public administration places great emphasis on the classification, control, and prediction of citizen behavior and therefore has the potential to significantly impact citizen–state relations. There is a growing body of literature on data-oriented activism which aims to resist and counteract existing harmful data practices. However, little is known about the processes, policies, and political-economic structures that make datafication possible. There is a distinct research gap on situated and context-specific empirical research, which critically interrogates the premises, interests, and agendas of data-driven public administration and how stakeholders can impact them. This paper therefore studies the conditions of participation in public administration datafication. It asks the overall research question of how citizens are problematized and included in policy and practitioner discourse in the datafication of public administration. The paper takes Norway as its case and applies Cardullo and Kitchin’s scaffold of smart citizen participation at the system level. It makes use of a unique empirical insight into the field, consisting of a survey, interviews, and an extensive document analysis. Unexpectedly, we find that citizens and civil society are rarely engaged in this administrative reform. Instead, we identify a paternalistic, top-down, technocratic approach where the context, values, and agendas of datafication are obscured from the citizen.","2022-01","2023-11-23 00:24:59","2023-11-23 00:25:06","2023-11-23 00:24:38","205395172210893","","1","9","","Big Data & Society","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3CY2LV2","journalArticle","2019","Jarke, Juliane; Breiter, Andreas","Editorial: the datafication of education","Learning, Media and Technology","","1743-9884, 1743-9892","10.1080/17439884.2019.1573833","https://www.tandfonline.com/doi/full/10.1080/17439884.2019.1573833","","2019-01-02","2023-11-23 00:24:59","2023-11-23 00:25:07","2023-11-23 00:24:40","1-6","","1","44","","Learning, Media and Technology","Editorial","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDNRVWL6","journalArticle","2013","Lycett, Mark","‘Datafication’: making sense of (big) data in a complex world","European Journal of Information Systems","","0960-085X, 1476-9344","10.1057/ejis.2013.10","https://www.tandfonline.com/doi/full/10.1057/ejis.2013.10","","2013-07","2023-11-23 00:24:59","2023-11-23 00:25:12","2023-11-23 00:24:42","381-386","","4","22","","European Journal of Information Systems","‘Datafication’","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTMS6Q6X","journalArticle","2019","Sadowski, Jathan","When data is capital: Datafication, accumulation, and extraction","Big Data & Society","","2053-9517, 2053-9517","10.1177/2053951718820549","http://journals.sagepub.com/doi/10.1177/2053951718820549","The collection and circulation of data is now a central element of increasingly more sectors of contemporary capitalism. This article analyses data as a form of capital that is distinct from, but has its roots in, economic capital. Data collection is driven by the perpetual cycle of capital accumulation, which in turn drives capital to construct and rely upon a universe in which everything is made of data. The imperative to capture all data, from all sources, by any means possible influences many key decisions about business models, political governance, and technological development. This article argues that many common practices of data accumulation should actually be understood in terms of data extraction, wherein data is taken with little regard for consent and compensation. By understanding data as a form capital, we can better analyse the meaning, practices, and implications of datafication as a political economic regime.","2019-01","2023-11-23 00:24:59","2023-11-23 00:25:12","2023-11-23 00:24:44","205395171882054","","1","6","","Big Data & Society","When data is capital","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8AHGTNZ","journalArticle","2021","Heeks, Richard; Rakesh, Vanya; Sengupta, Ritam; Chattapadhyay, Sumandro; Foster, Christopher","Datafication, value and power in developing countries: Big data in two Indian public service organizations","Development Policy Review","","0950-6764, 1467-7679","10.1111/dpr.12477","https://onlinelibrary.wiley.com/doi/10.1111/dpr.12477","Abstract                            Motivation               Datafication—the growing presence, use and impact of data in social processes—is spreading to all sectors in developing countries. But, to date, there are few analyses of real‐world experiences of datafication in developing country organizations.                                         Purpose               We address this knowledge gap by analysing evidence of big data in practice in relation to three key issues: implementation, value and power.                                         Approach and methods               Using interview, observation and documentary sources, we analyse the implementation and impact of big data systems in Indian electricity and transport public sector organizations.                                         Findings               Big data systems have been much slower to implement than anticipated, and the article exposes the nature and scale of the implementation challenge facing such systems. These are already delivering value for some managers within public service organizations but are, as yet, more operational than strategic and incremental not transformative. Big data systems are facilitating a shift in power from the public sector to the private sector, and from labour and middle management to panopticon‐type control by central managers. Big data intersects with politics especially around the imaginaries of wider stakeholders, changing their view of the financial and political issues that technology can address.                                         Policy implications               Policy‐makers and practitioners can better understand and plan for big data in development using three frameworks presented in the article: information value chain, decision pyramid, and big data–power model. These expose key issues of implementation, organizational value and power that must be incorporated into big data policy and projects. Benefits of datafication have been largely restricted to senior managers, private contractors and some politicians. To spread these to other stakeholders, including workers and citizens, action must be taken to address both practical and political issues arising in the datafication of development.","2021-01","2023-11-23 00:24:59","2023-11-23 00:25:13","2023-11-23 00:24:47","82-102","","1","39","","Development Policy Review","Datafication, value and power in developing countries","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7G6F7XU","bookSection","2016","Breiter, Andreas","Datafication in Education: A Multi-Level Challenge for IT in Educational Management","Stakeholders and Information Technology in Education","978-3-319-54686-5 978-3-319-54687-2","","","http://link.springer.com/10.1007/978-3-319-54687-2_9","","2016","2023-11-23 00:24:59","2023-11-23 00:25:37","2023-11-23 00:24:48","95-103","","","493","","","Datafication in Education","","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","Series Title: IFIP Advances in Information and Communication Technology DOI: 10.1007/978-3-319-54687-2_9","","","","","","Brinda, Torsten; Mavengere, Nicholas; Haukijärvi, Ilkka; Lewin, Cathy; Passey, Don","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UAQFXTND","journalArticle","2015","Baack, Stefan","Datafication and empowerment: How the open data movement re-articulates notions of democracy, participation, and journalism","Big Data & Society","","2053-9517, 2053-9517","10.1177/2053951715594634","http://journals.sagepub.com/doi/10.1177/2053951715594634","This article shows how activists in the open data movement re-articulate notions of democracy, participation, and journalism by applying practices and values from open source culture to the creation and use of data. Focusing on the Open Knowledge Foundation Germany and drawing from a combination of interviews and content analysis, it argues that this process leads activists to develop new rationalities around datafication that can support the agency of datafied publics. Three modulations of open source are identified: First, by regarding data as a prerequisite for generating knowledge, activists transform the sharing of source code to include the sharing of raw data. Sharing raw data should break the interpretative monopoly of governments and would allow people to make their own interpretation of data about public issues. Second, activists connect this idea to an open and flexible form of representative democracy by applying the open source model of participation to political participation. Third, activists acknowledge that intermediaries are necessary to make raw data accessible to the public. This leads them to an interest in transforming journalism to become an intermediary in this sense. At the same time, they try to act as intermediaries themselves and develop civic technologies to put their ideas into practice. The article concludes with suggesting that the practices and ideas of open data activists are relevant because they illustrate the connection between datafication and open source culture and help to understand how datafication might support the agency of publics and actors outside big government and big business.","2015-12-01","2023-11-23 00:24:59","2023-11-23 00:25:39","2023-11-23 00:24:50","205395171559463","","2","2","","Big Data & Society","Datafication and empowerment","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
